face_id,importance_e1,importance_e2,importance_e3,importance_ani,x_projection,y_projection,z_projection,normal_x,normal_y,normal_z
1,0.019560442772769436,0.04415050840064649,0.019654522923140787,0.04383487547920445,0.0,0.0,1.0,0.0,0.0,1.0
2,0.04937420460078321,0.022326227800585956,0.02173882339174371,0.05629027487255282,0.0,1.0,0.0,0.0,1.0,0.0
3,0.04641311902764206,0.037126155621010855,0.1475859503909841,0.0494080127725165,0.0,0.7071099877357483,0.7071099877357483,0.0,0.7071099877357483,-0.7071099877357483
4,0.04277644133437557,0.19387091346484012,0.02431464269007482,0.0561851492209902,0.7071099877357483,0.7071099877357483,0.0,-0.7071099877357483,0.7071099877357483,0.0
5,0.06037707151934574,0.04832856271471083,0.048070890857491014,0.07040871112237668,0.5773500204086304,0.5773500204086304,0.5773500204086304,-0.5773500204086304,0.5773500204086304,0.5773500204086304
6,0.050875967686889186,0.04807155608910464,0.04870957130742427,0.06684006455195757,0.5773500204086304,0.5773500204086304,0.5773500204086304,-0.5773500204086304,0.5773500204086304,-0.5773500204086304
7,0.01829423139332131,0.026021010627808323,0.04811611575871647,0.043262176359132265,1.0,0.0,0.0,1.0,0.0,0.0
8,0.10475794273266624,0.035771899823038286,0.04140585014230237,0.01620786122567896,0.7071099877357483,0.0,0.7071099877357483,-0.7071099877357483,0.0,0.7071099877357483
9,0.05192052041288203,0.046164934273403624,0.047623129079827055,0.0545239352416075,0.5773500204086304,0.5773500204086304,0.5773500204086304,0.5773500204086304,0.5773500204086304,-0.5773500204086304
10,0.13186634671023256,0.029944050369104355,0.030981490585419828,0.04647575560300841,0.7071099877357483,0.0,0.7071099877357483,0.7071099877357483,0.0,0.7071099877357483
11,0.022714529045038675,0.02194625911878834,0.046831101041669924,0.025052920030758808,1.0,0.0,0.0,1.0,0.0,0.0
12,0.04146524381770842,0.04702831847167418,0.04745921680232838,0.04891404081114271,0.5773500204086304,0.5773500204086304,0.5773500204086304,0.5773500204086304,0.5773500204086304,0.5773500204086304
13,0.04007412292006565,0.140816690945802,0.023768099161006286,0.046488875415342704,0.7071099877357483,0.7071099877357483,0.0,0.7071099877357483,0.7071099877357483,0.0
14,0.05894246938879854,0.03391696425158692,0.04388018923836049,0.06353486053381469,0.5773500204086304,0.5773500204086304,0.5773500204086304,-0.5773500204086304,-0.5773500204086304,0.5773500204086304
15,0.057692293142728016,0.037429472806289124,0.04131703035836692,0.059389554124751574,0.5773500204086304,0.5773500204086304,0.5773500204086304,0.5773500204086304,-0.5773500204086304,0.5773500204086304
16,0.028525907654578665,0.023152784864624125,0.18690303296663363,0.06012222298805215,0.0,0.7071099877357483,0.7071099877357483,0.0,0.7071099877357483,0.7071099877357483
17,0.034543578100470824,0.02505696257800467,0.02553088653580947,0.03756987395111227,0.0,1.0,0.0,0.0,1.0,0.0
18,0.05489245683514701,0.04786100566684247,0.04435554123668968,0.061610569919278386,0.5773500204086304,0.5773500204086304,0.5773500204086304,0.5773500204086304,0.5773500204086304,0.5773500204086304
19,0.059866757440832544,0.047665531418804856,0.03478165979161451,0.06353908011521797,0.5773500204086304,0.5773500204086304,0.5773500204086304,0.5773500204086304,-0.5773500204086304,-0.5773500204086304
20,0.02506635346372429,0.04335019069332992,0.026972255740396328,0.03034118566150347,0.0,0.0,1.0,0.0,0.0,1.0
