key,E1,E2,E3,G12,G23,G13,total_volume,total_area,relative_density,surface_area,average_face_area,num_faces,specific_stiffness_E1,specific_stiffness_E2,specific_stiffness_E3,anisotropy_index,avg_shear_modulus,shear_anisotropy
adjacency_matrix_10_1_2_3_4_6_8_10_17_19_20,0.323384854,0.263088422,0.287299288,0.143140493,0.162412848,0.153615522,3.8129280000000008,11.388904929161072,0.4766160000000001,953.2320000000001,1.1388904929161072,10,0.6785018841163535,0.5519924257683333,0.6027898517884417,1.229186946128705,0.15305628766666665,1.134639434279439
adjacency_matrix_10_1_2_3_4_6_8_11_14_15_17,0.256417837,0.269984895,0.26971824,0.135772848,0.147719277,0.138442576,3.6290560000000007,10.840716779232025,0.4536320000000001,907.264,1.0840716779232025,10,0.5652551782061229,0.595162808179317,0.5945749858916477,1.0529099619540119,0.14064490033333332,1.087988350955119
adjacency_matrix_10_1_2_3_4_6_8_12_16_17_20,0.259966259,0.259065172,0.349333197,0.144934409,0.154658208,0.154568365,3.7937920000000007,11.388904929161072,0.4742240000000001,948.4480000000001,1.1388904929161072,10,0.5481929615540334,0.5462928320793549,0.7366417494686054,1.3484375159467594,0.151386994,1.067091031502395
adjacency_matrix_10_1_2_3_4_6_8_13_14_15_16,0.29369394,0.349287217,0.360031566,0.183561169,0.188349396,0.190988363,4.344768000000001,11.669143855571747,0.5430960000000001,1086.192,1.1669143855571746,10,0.5407772106588888,0.6431408388203925,0.6629243559149762,1.2258733224117597,0.18763297599999998,1.040461683919653
adjacency_matrix_10_1_2_3_4_6_8_14_16_18_20,0.273558555,0.267175675,0.352000287,0.156481763,0.161199994,0.168595975,3.9580800000000007,11.254930317401886,0.4947600000000001,989.5200000000001,1.1254930317401886,10,0.5529116238176084,0.5400106617349826,0.711456639582828,1.3174862831356187,0.16209257733333335,1.0774161267597682
adjacency_matrix_10_1_2_3_4_6_8_9_11_13_19,0.279521286,0.339267353,0.275466135,0.164666841,0.161350867,0.165709797,3.9974400000000005,11.254930317401886,0.49968000000000007,999.36,1.1254930317401886,10,0.5594005883765609,0.6789692463176432,0.5512850924591738,1.2316118386022297,0.16390916833333333,1.0270152251490534
adjacency_matrix_10_1_2_3_4_6_8_9_12_16_19,0.284650366,0.284650366,0.349722388,0.175006354,0.170176266,0.170176266,4.126720000000001,11.1209557056427,0.5158400000000001,1031.68,1.11209557056427,10,0.5518191028225805,0.5518191028225805,0.6779667881513647,1.2286033315692277,0.17178629533333334,1.0283828533410178
adjacency_matrix_10_1_2_3_4_6_8_9_12_16_20,0.27782015,0.26524377,0.348789655,0.159909006,0.159838459,0.16605863,3.9638400000000007,11.254930317401886,0.4954800000000001,990.96,1.1254930317401886,10,0.5607091103576329,0.535326895131993,0.7039429543069345,1.3149777466969346,0.16193536499999997,1.0389153589124631
adjacency_matrix_10_1_2_3_4_6_9_10_11_14_18,0.272514656,0.272311686,0.2747216,0.152310202,0.15502864,0.150671944,3.7719040000000006,10.70674216747284,0.4714880000000001,942.976,1.070674216747284,10,0.5779885299307723,0.5775580417741277,0.5826693362291299,1.008849836874059,0.152670262,1.028915111097259
adjacency_matrix_10_1_2_3_4_6_9_10_11_18_20,0.272687596,0.254835712,0.272687596,0.142017117,0.142017116,0.147945255,3.5864320000000007,10.840716779232025,0.4483040000000001,896.6080000000001,1.0840716779232025,10,0.6082649184481957,0.5684439844391305,0.6082649184481957,1.0700525207393223,0.14399316266666665,1.0417424263143042
adjacency_matrix_10_1_2_3_4_6_9_11_12_19_20,0.199421601,0.252068251,0.254521936,0.129316827,0.11497621,0.124642028,3.3891200000000006,10.292528629302979,0.42364000000000007,847.2800000000001,1.029252862930298,10,0.47073364413180996,0.5950057855726559,0.6007976961571144,1.2763007353451143,0.122978355,1.1247268195742406
adjacency_matrix_10_1_2_3_4_6_9_12_14_16_19,0.2211746,0.271549381,0.345887518,0.167167497,0.158681388,0.160268031,3.9456000000000007,10.572767555713654,0.4932000000000001,986.4000000000001,1.0572767555713654,10,0.4484480940794809,0.5505867416869423,0.7013128913219788,1.5638663662102248,0.16203897199999998,1.0534789183971593
adjacency_matrix_10_1_2_3_4_6_9_12_15_16_18,0.21991659,0.27430538,0.348989126,0.169095034,0.160926793,0.170917423,3.9458560000000005,10.572767555713654,0.49323200000000006,986.464,1.0572767555713654,10,0.44586845541246306,0.5561386528043597,0.7075557263113503,1.5869158666019694,0.16697975,1.0620818312088032
adjacency_matrix_10_1_2_3_4_6_9_12_18_19_20,0.20905592,0.255327804,0.276657634,0.138421756,0.13338481,0.143989851,3.5790080000000004,10.158554017543793,0.44737600000000005,894.7520000000001,1.0158554017543793,10,0.4672935517327706,0.5707230696327026,0.6184007054468723,1.323366657112604,0.13859880566666666,1.0795071117918151
adjacency_matrix_10_1_2_3_4_6_9_13_14_16_18,0.226943667,0.339300708,0.349445639,0.173902757,0.175149242,0.180630362,4.146688000000001,11.1209557056427,0.5183360000000001,1036.672,1.11209557056427,10,0.43783118864983317,0.6545960689591306,0.6741681824144954,1.5397902202752367,0.176560787,1.0386860169215144
adjacency_matrix_10_1_2_3_4_7_10_11_17_19_20,0.24778515,0.249518592,0.24778515,0.117854831,0.117854831,0.117112999,3.1765760000000007,11.108666002750397,0.3970720000000001,794.144,1.1108666002750396,10,0.6240307803118829,0.6283963412177136,0.6240307803118829,1.0069957461131145,0.11760755366666666,1.0063343267300326
adjacency_matrix_10_1_2_3_4_7_10_13_14_18_20,0.271586204,0.323237476,0.271586204,0.150003171,0.150003171,0.159472904,3.8208000000000006,11.388904929161072,0.4776000000000001,955.2,1.1388904929161072,10,0.5686478308207704,0.6767953852596315,0.5686478308207704,1.1901837105098314,0.15315974866666668,1.0631302187605087
