key,E1,E2,E3,G12,G23,G13,num_faces,specific_stiffness_E1,specific_stiffness_E2,specific_stiffness_E3,normalized_E1,normalized_E2,normalized_E3,anisotropy_index,avg_shear_modulus,relative_density
adjacency_matrix_6_1_2_3_7_15_17,82.731437,103.488089,166.5266317,16.98207004,16.98207004,16.98207004,6,82.731437,103.488089,166.5266317,0.4137647681430428,0.5175750198881665,0.8328497080860857,0.3551888532783787,16.98207004,0.152488
adjacency_matrix_9_2_3_5_11_14_16_17_18_20,75.47734682,86.69768216,166.4598189,19.81486863,19.81486863,19.81486863,9,75.47734682,86.69768216,166.4598189,0.3774848840958646,0.4336011516090506,0.8325155572033809,0.4247492886791961,19.81486863,0.23860800000000004
adjacency_matrix_9_1_2_3_5_11_14_16_18_20,86.69768216,75.47734682,166.4598189,19.81486863,19.81486863,19.81486863,9,86.69768216,75.47734682,166.4598189,0.4336011516090506,0.3774848840958646,0.8325155572033809,0.4247492886791961,19.81486863,0.23860800000000004
adjacency_matrix_11_1_2_3_5_11_14_15_16_17_18_20,89.54866876,89.54866876,166.3635451,20.17608548,20.17608548,20.17608548,11,89.54866876,89.54866876,166.3635451,0.4478597920038491,0.4478597920038491,0.8320340630098829,0.3673933575227479,20.17608548,0.269952
adjacency_matrix_9_1_3_9_15_16_17_18_19_20,77.15491488,62.50649131,166.0546049,20.49019223,20.49019223,20.49019223,9,77.15491488,62.50649131,166.0546049,0.3858749058887906,0.31261373937355,0.8304889602671,0.5016389458627862,20.49019223,0.23753600000000005
adjacency_matrix_8_1_2_3_11_17_18_19_20,98.28361582,98.28361582,165.1257243,17.52816544,17.52816544,17.52816544,8,98.28361582,98.28361582,165.1257243,0.4915458861426787,0.4915458861426787,0.825843349359948,0.3096871326819986,17.52816544,0.18636800000000003
adjacency_matrix_4_2_15_17_20,72.33801365,122.6606034,164.9651054,12.49928672,12.49928672,12.49928672,4,72.33801365,122.6606034,164.9651054,0.3617841358880363,0.6134625236364109,0.8250400459927177,0.3685535469687468,12.49928672,0.07801600000000002
adjacency_matrix_11_1_2_3_7_9_11_16_17_18_19_20,98.16208843,97.41310628,164.7405122,20.09628319,20.09628319,20.09628319,11,98.16208843,97.41310628,164.7405122,0.4909380911596618,0.4871922064406761,0.8239167879339402,0.3112903946433399,20.09628319,0.27065600000000006
adjacency_matrix_8_1_2_3_5_6_11_17_20,99.87003776,99.18711908,164.6815575,17.84399884,17.84399884,17.84399884,8,99.87003776,99.18711908,164.6815575,0.499480058810091,0.4960645773493888,0.8236219377698308,0.3007579140391822,17.84399884,0.18635200000000002
adjacency_matrix_9_1_3_7_11_12_16_17_19_20,97.74157063,86.18174992,164.5537374,19.60099411,19.60099411,19.60099411,9,97.74157063,86.18174992,164.5537374,0.4888349553224707,0.4310208194958647,0.822982671053836,0.3491120104548907,19.60099411,0.23860800000000004
