key,E1,E2,E3,G12,G23,G13
adjacency_matrix_12_1_2_5_6_9_10_11_14_16_17_18_20,124.404599466405,94.2172486375268,134.346892378094,22.1662854017612,22.1662854017612,22.1662854017612
adjacency_matrix_12_1_2_5_7_12_13_14_15_16_18_19_20,95.1009666376227,115.440655893266,124.733753687124,22.6048489810224,22.6048489810224,22.6048489810224
adjacency_matrix_12_1_2_5_7_8_10_11_12_14_15_16_18,141.848863389358,88.1956676888963,104.785568235666,22.3794218894238,22.3794218894238,22.3794218894238
adjacency_matrix_12_1_2_5_7_8_10_12_13_15_16_19_20,135.047742098344,102.690130542103,110.780355178148,23.21835905,23.21835905,23.21835905
adjacency_matrix_12_1_2_5_7_8_11_12_13_14_15_16_19,118.84171977391,119.349781804894,109.910823769698,23.2113332868826,23.2113332868826,23.2113332868826
adjacency_matrix_12_1_2_5_7_8_11_12_13_15_16_17_20,122.823558332922,123.479245698029,123.435781738858,21.5424493022641,21.5424493022641,21.5424493022641
adjacency_matrix_12_1_2_5_7_8_9_10_11_15_16_17_20,148.385492782775,95.2190489484367,120.709816428123,21.2865956390553,21.2865956390553,21.2865956390553
adjacency_matrix_12_1_2_5_7_8_9_10_12_13_18_19_20,142.081847516068,106.142829070691,90.3130176150935,22.7462812548908,22.7462812548908,22.7462812548908
adjacency_matrix_12_1_2_5_7_8_9_11_13_14_17_18_20,131.010258178272,131.010258178269,100.784425971426,20.7822583277266,20.7822583277266,20.7822583277266
adjacency_matrix_12_1_2_5_7_9_11_12_14_15_17_18_20,119.829783549863,120.530846482096,119.829783549862,18.6638788016269,18.6638788016269,18.6638788016269
adjacency_matrix_12_1_2_5_8_10_11_12_13_15_18_19_20,142.446618351579,106.223126289578,90.5632481517756,22.8962824567683,22.8962824567683,22.8962824567683
adjacency_matrix_12_1_2_5_8_9_10_11_12_13_14_16_19,128.700824714602,103.478158765172,103.611471118117,23.5462321187507,23.5462321187507,23.5462321187507
adjacency_matrix_12_1_2_5_8_9_10_12_13_14_16_18_19,121.714578842651,96.9058313060042,103.929160281712,24.0961070791272,24.0961070791272,24.0961070791272
adjacency_matrix_12_1_2_5_8_9_10_12_14_15_16_17_20,134.467050641599,80.3046293210987,121.477109750723,22.3885801497275,22.3885801497275,22.3885801497275
adjacency_matrix_12_1_2_5_9_10_11_12_13_14_16_18_19,109.505511269896,109.524916094348,109.59268992965,23.2820497708946,23.2820497708946,23.2820497708946
adjacency_matrix_12_1_2_5_9_10_11_12_13_15_16_18_19,107.903258371947,109.933901745671,109.701549637913,23.0844940098809,23.0844940098809,23.0844940098809
adjacency_matrix_12_1_2_5_9_10_12_13_14_15_17_18_20,113.722216482592,114.590943224563,102.356781124829,21.8573331224665,21.8573331224665,21.8573331224665
adjacency_matrix_12_1_2_5_9_10_12_13_14_15_17_19_20,114.486369638325,115.089987593389,104.93683315198,22.5662889876884,22.5662889876884,22.5662889876884
adjacency_matrix_12_1_2_5_9_11_12_13_14_15_17_19_20,98.7492373725592,134.975758430347,110.209408386241,21.4577841099639,21.4577841099639,21.4577841099639
adjacency_matrix_12_1_2_6_7_10_11_12_13_15_18_19_20,131.730336448548,122.534531679232,92.5538590394904,21.3623482041857,21.3623482041857,21.3623482041857
adjacency_matrix_12_1_2_6_7_8_12_13_14_16_17_19_20,115.744049127729,115.744049127734,124.013258254712,21.9223704042683,21.9223704042683,21.9223704042683
adjacency_matrix_12_1_2_6_7_8_9_10_11_13_15_18_20,150.257073366275,113.788503400543,88.2087773202968,22.121728465812,22.121728465812,22.121728465812
adjacency_matrix_12_1_2_6_7_8_9_10_12_14_15_16_19,136.736901223132,82.9150328279707,108.073800105157,23.6466020922635,23.6466020922635,23.6466020922635
adjacency_matrix_12_1_2_6_7_8_9_10_12_15_18_19_20,153.834168169786,81.3206572545898,89.8996541896436,21.8523331335831,21.8523331335831,21.8523331335831
adjacency_matrix_12_1_2_6_7_8_9_11_12_13_14_18_19,124.557631519733,124.120794105502,84.5412800048607,21.9196904590134,21.9196904590134,21.9196904590134
adjacency_matrix_12_1_2_6_7_8_9_11_12_16_17_18_20,131.36443504916,101.859108432133,131.13937475249,21.0122590338384,21.0122590338384,21.0122590338384
adjacency_matrix_12_1_2_6_7_9_10_11_12_13_14_16_19,117.557814071839,116.625873013827,107.480328888125,22.3501323726882,22.3501323726882,22.3501323726882
adjacency_matrix_12_1_2_6_7_9_10_13_16_17_18_19_20,116.424369862804,116.424369862805,123.693472579993,21.9954295977655,21.9954295977655,21.9954295977655
adjacency_matrix_12_1_2_6_8_10_11_13_14_15_16_17_18,127.342646021316,109.88973281533,110.293253018372,23.0307209958573,23.0307209958573,23.0307209958573
adjacency_matrix_12_1_2_6_8_10_12_14_16_17_18_19_20,133.79960722194,79.8067336643745,120.863623202417,22.2794230111997,22.2794230111997,22.2794230111997
adjacency_matrix_12_1_2_6_8_11_12_13_16_17_18_19_20,115.2781196,115.799050127178,124.006108654783,21.9843695851958,21.9843695851958,21.9843695851958
adjacency_matrix_12_1_2_6_8_9_10_11_12_13_14_16_20,135.071948026257,102.94593526514,110.738456626049,23.1396694647802,23.1396694647802,23.1396694647802
adjacency_matrix_12_1_2_6_8_9_10_11_14_16_17_18_20,142.136071351802,88.0737132298365,122.57205547291,22.2662620263725,22.2662620263725,22.2662620263725
adjacency_matrix_12_1_2_6_8_9_10_12_16_17_18_19_20,135.484794535163,80.7633648566744,121.963848395013,22.5262411947921,22.5262411947921,22.5262411947921
adjacency_matrix_12_1_2_6_8_9_11_14_15_16_17_18_20,123.908804682493,93.7054218258605,133.62344976349,21.6468171447986,21.6468171447986,21.6468171447986
adjacency_matrix_12_1_2_6_8_9_12_13_14_17_18_19_20,113.722216482593,114.590943224564,102.356781124828,21.8573331224665,21.8573331224665,21.8573331224665
adjacency_matrix_12_1_2_6_9_10_11_12_16_17_18_19_20,123.52260917896,93.387335423097,132.045441950573,21.2496314950956,21.2496314950956,21.2496314950956
adjacency_matrix_12_1_2_6_9_10_11_13_14_15_16_18_20,117.128791222185,108.947019902639,117.725207458952,22.6445515356837,22.6445515356837,22.6445515356837
adjacency_matrix_12_1_2_6_9_10_12_13_14_15_16_17_20,109.1823554,109.182355438999,126.01001419726,22.6756095103232,22.6756095103232,22.6756095103232
adjacency_matrix_12_1_2_7_10_11_12_13_14_15_16_17_19,117.176619680087,126.51346058766,117.176619680088,22.9112179647803,22.9112179647803,22.9112179647803
adjacency_matrix_12_1_2_7_11_13_14_15_16_17_18_19_20,101.868189330765,131.482382573228,131.482382573227,20.7697294807599,20.7697294807599,20.7697294807599
adjacency_matrix_12_1_2_7_8_9_10_12_14_15_17_18_19,145.597608080407,91.8827853304938,91.609785650873,22.7489795843345,22.7489795843345,22.7489795843345
adjacency_matrix_12_1_2_7_8_9_11_12_13_14_18_19_20,131.195322429323,122.559268598343,92.4819236426158,21.2202767462602,21.2202767462602,21.2202767462602
adjacency_matrix_12_1_2_7_9_10_11_12_13_16_17_18_19,115.494885568141,123.558413441364,115.081778056209,21.8860097708189,21.8860097708189,21.8860097708189
adjacency_matrix_12_1_3_4_5_10_11_12_14_17_18_19_20,117.092530086103,108.899565239283,118.216304760061,22.8435722145398,22.8435722145398,22.8435722145398
adjacency_matrix_12_1_3_4_5_10_13_14_15_16_18_19_20,102.134201482176,110.581442701086,123.341702208671,24.537696518956,24.537696518956,24.537696518956
adjacency_matrix_12_1_3_4_5_6_10_11_12_15_16_18_19,104.149065756869,97.0722563729382,121.703499024743,24.1131346071413,24.1131346071413,24.1131346071413
adjacency_matrix_12_1_3_4_5_6_10_12_14_15_16_18_19,99.1479701889463,91.3105029127623,123.647708934666,24.8421277423552,24.8421277423552,24.8421277423552
adjacency_matrix_12_1_3_4_5_6_10_13_15_16_17_18_20,100.869045380212,115.848021549767,128.723072150297,24.1755318425727,24.1755318425727,24.1755318425727
adjacency_matrix_12_1_3_4_5_6_7_10_11_12_15_17_20,123.55841344137,115.081778056213,115.49488556814,21.8860097708189,21.8860097708189,21.8860097708189
adjacency_matrix_12_1_3_4_5_6_7_10_11_15_16_17_19,109.515406794688,110.783847448581,127.15817985616,23.2123664262088,23.2123664262088,23.2123664262088
adjacency_matrix_12_1_3_4_5_6_7_11_12_14_16_17_19,88.02873547,112.927076275921,134.655355091393,22.4577051032037,22.4577051032037,22.4577051032037
adjacency_matrix_12_1_3_4_5_6_7_8_10_11_14_16_17,128.778702986474,108.051677512095,121.896252484088,23.7238777665503,23.7238777665503,23.7238777665503
adjacency_matrix_12_1_3_4_5_6_7_8_10_11_15_16_18,128.803240690546,100.892649204559,115.568462307442,24.1650069465517,24.1650069465517,24.1650069465517
adjacency_matrix_12_1_3_4_5_6_7_8_10_12_17_19_20,135.063362612876,102.300347072336,110.442038563046,23.0534019691694,23.0534019691694,23.0534019691694
adjacency_matrix_12_1_3_4_5_6_7_8_10_13_16_17_18,119.258817607878,119.258817607877,119.417882431563,24.7850956028074,24.7850956028074,24.7850956028074
adjacency_matrix_12_1_3_4_5_6_7_8_11_12_15_17_19,117.877319807398,118.200506046109,108.925666707885,22.8044907437713,22.8044907437713,22.8044907437713
adjacency_matrix_12_1_3_4_5_6_7_8_11_13_15_16_19,106.912626027888,122.096022702624,115.165294473937,24.0816066171946,24.0816066171946,24.0816066171946
adjacency_matrix_12_1_3_4_5_6_7_8_12_14_17_18_19,109.325221702294,109.4062531,110.280200698446,23.2353341969058,23.2353341969058,23.2353341969058
adjacency_matrix_12_1_3_4_5_6_7_8_9_11_13_14_18,113.364063487453,130.399993931663,97.5758907513582,24.0585763015539,24.0585763015539,24.0585763015539
adjacency_matrix_12_1_3_4_5_6_7_9_11_12_13_14_15,89.2021075659107,133.667044207042,98.8066643662333,23.0663014173225,23.0663014173225,23.0663014173225
adjacency_matrix_12_1_3_4_5_6_7_9_11_12_14_15_17,95.1446353179502,121.575965249735,115.134723767627,21.9157274153066,21.9157274153066,21.9157274153066
adjacency_matrix_12_1_3_4_5_6_7_9_11_13_14_15_20,95.6226343672361,133.106894062406,104.994296049884,22.5368134422708,22.5368134422708,22.5368134422708
adjacency_matrix_12_1_3_4_5_6_8_10_11_12_18_19_20,135.986744839028,97.0437201219823,104.487137304113,23.7496132675024,23.7496132675024,23.7496132675024
adjacency_matrix_12_1_3_4_5_6_8_10_12_13_14_16_18,114.526106109547,108.597189371693,114.526106109545,25.3895767643039,25.3895767643039,25.3895767643039
adjacency_matrix_12_1_3_4_5_6_8_11_13_14_15_17_19,103.065075170248,128.738147300182,103.065075170251,23.5177279963629,23.5177279963629,23.5177279963629
adjacency_matrix_12_1_3_4_5_6_8_11_13_14_17_19_20,110.193277896226,127.109364845696,110.049975143154,23.0001886580748,23.0001886580748,23.0001886580748
adjacency_matrix_12_1_3_4_5_6_8_11_13_17_18_19_20,110.49643305492,128.062299975918,110.338329823172,23.3252612790369,23.3252612790369,23.3252612790369
adjacency_matrix_12_1_3_4_5_6_8_12_13_14_15_17_18,98.1721132126706,122.559970212005,105.218234566693,24.2353261062339,24.2353261062339,24.2353261062339
adjacency_matrix_12_1_3_4_5_6_8_12_13_14_15_18_20,105.569493598294,115.78033873152,105.169316579881,24.2958453477411,24.2958453477411,24.2958453477411
adjacency_matrix_12_1_3_4_5_6_8_12_13_15_17_18_19,98.5856461455337,123.702610038844,106.252895144084,24.613121675127,24.613121675127,24.613121675127
adjacency_matrix_12_1_3_4_5_6_8_9_10_11_14_17_20,135.70276068323,103.316157032794,111.789322582907,23.2183251858582,23.2183251858582,23.2183251858582
adjacency_matrix_12_1_3_4_5_6_8_9_10_12_15_19_20,128.916217669751,90.8023370190989,104.686267319954,24.094368382597,24.094368382597,24.094368382597
adjacency_matrix_12_1_3_4_5_6_8_9_10_16_18_19_20,124.673345818441,89.1098161123611,124.673345818441,24.7820301486181,24.7820301486181,24.7820301486181
adjacency_matrix_12_1_3_4_5_6_8_9_11_12_13_15_19,104.996812417971,122.706219145317,98.3692020403844,24.2374620618793,24.2374620618793,24.2374620618793
adjacency_matrix_12_1_3_4_5_6_8_9_11_12_14_15_17,109.94537608477,108.08845282178,110.144925784105,23.1252582349311,23.1252582349311,23.1252582349311
adjacency_matrix_12_1_3_4_5_6_8_9_11_13_15_16_20,107.924808632395,115.513668642027,122.529076820327,24.1140118763504,24.1140118763504,24.1140118763504
adjacency_matrix_12_1_3_4_5_6_8_9_11_14_15_17_20,116.469037178323,108.591204355343,117.396623406696,22.572878899304,22.572878899304,22.572878899304
adjacency_matrix_12_1_3_4_5_6_8_9_12_13_14_17_19,97.7834451573378,121.343755072485,104.267292353229,24.1066017715824,24.1066017715824,24.1066017715824
adjacency_matrix_12_1_3_4_5_6_9_10_11_16_18_19_20,112.879411154632,97.0487246705033,129.391632414226,23.9925311855431,23.9925311855431,23.9925311855431
adjacency_matrix_12_1_3_4_5_6_9_11_12_15_16_18_19,84.0935495223342,100.675684259865,129.367748331521,24.2588857553642,24.2588857553642,24.2588857553642
adjacency_matrix_12_1_3_4_5_7_10_11_12_13_15_16_18,107.568501553405,121.965090477088,115.452187818336,24.0873139513671,24.0873139513671,24.0873139513671
adjacency_matrix_12_1_3_4_5_7_10_11_12_14_16_17_18,109.896460738255,109.939737907126,127.184745574822,23.0676394933894,23.0676394933894,23.0676394933894
adjacency_matrix_12_1_3_4_5_7_10_11_12_14_16_17_19,110.338329823177,110.496433054923,128.062299975917,23.3252612790369,23.3252612790369,23.3252612790369
adjacency_matrix_12_1_3_4_5_7_10_11_14_15_16_18_19,110.707713999179,103.827201698601,120.794141070288,23.5422127822783,23.5422127822783,23.5422127822783
adjacency_matrix_12_1_3_4_5_7_10_12_13_15_17_19_20,110.339177598807,127.641448297561,109.760352730784,23.1933992049255,23.1933992049255,23.1933992049255
adjacency_matrix_12_1_3_4_5_7_11_13_14_15_16_18_19,86.7361652157297,125.287595460871,117.982157987129,23.4616356475663,23.4616356475663,23.4616356475663
adjacency_matrix_12_1_3_4_5_7_12_14_15_16_17_18_20,89.6237609608026,106.022599886423,142.383891750816,22.55630337,22.55630337,22.55630337
adjacency_matrix_12_1_3_4_5_7_8_10_11_14_15_16_17,128.075580156488,107.109395373052,121.31054401207,23.6927023011814,23.6927023011814,23.6927023011814
adjacency_matrix_12_1_3_4_5_7_8_11_12_14_15_16_17,111.378031512743,110.907328378892,128.456619946887,23.3145260922875,23.3145260922875,23.3145260922875
adjacency_matrix_12_1_3_4_5_7_8_11_12_15_17_18_19,117.783525399627,117.746466709839,108.600521191121,22.8497640143777,22.8497640143777,22.8497640143777
adjacency_matrix_12_1_3_4_5_7_8_9_10_11_12_14_15,135.980176774852,103.479004066994,97.1045822211992,23.5289802027472,23.5289802027472,23.5289802027472
adjacency_matrix_12_1_3_4_5_7_8_9_11_12_15_17_18,117.997256188254,118.081251669286,109.427861395034,22.704462166884,22.704462166884,22.704462166884
adjacency_matrix_12_1_3_4_5_7_8_9_11_12_15_17_19,117.318878530729,117.06010249662,108.827723866152,22.6457560770668,22.6457560770668,22.6457560770668
adjacency_matrix_12_1_3_4_5_7_8_9_11_13_14_16_18,108.24574824483,122.843490805571,115.578543405441,24.1735020717579,24.1735020717579,24.1735020717579
adjacency_matrix_12_1_3_4_5_7_9_10_11_12_15_16_18,111.837111301941,104.860390620879,122.298229844727,23.740869508208,23.740869508208,23.740869508208
adjacency_matrix_12_1_3_4_5_7_9_10_11_13_14_15_17,110.931377256823,134.709444504102,103.069424234737,23.1966043912641,23.1966043912641,23.1966043912641
adjacency_matrix_12_1_3_4_5_7_9_11_13_14_17_19_20,97.3444514352109,141.332100977501,112.96036096039,22.3266808463379,22.3266808463379,22.3266808463379
adjacency_matrix_12_1_3_4_5_7_9_12_13_16_17_18_19,80.0954956174573,126.351352849943,126.62925746121,23.6801122891699,23.6801122891699,23.6801122891699
adjacency_matrix_12_1_3_4_5_8_10_11_12_13_17_18_19,122.676044386386,122.676044386387,101.575060876051,24.3214290353786,24.3214290353786,24.3214290353786
adjacency_matrix_12_1_3_4_5_8_10_11_14_15_16_18_19,123.020424237906,95.4310262287446,116.648369200277,24.4813315679904,24.4813315679904,24.4813315679904
adjacency_matrix_12_1_3_4_5_8_10_12_14_15_16_19_20,124.673345818441,89.1098161123605,124.673345818441,24.7820301486181,24.7820301486181,24.7820301486181
adjacency_matrix_12_1_3_4_5_8_10_13_15_16_17_18_19,113.509195596331,113.434354020497,119.735685889356,25.0094619838429,25.0094619838429,25.0094619838429
